price,date,bedrooms,bathrooms,sqft,floors,waterfront,yr_built,yr_renovated
306500,483,3,2.5,1970,2,0,1998,0
3.80E+05,291,3,2,1470,2,0,2003,0
2.15E+05,202,4,1.75,1610,1,0,1969,0
299900,401,2,1,810,1,0,1950,0
1.45E+06,450,4,3.5,2820,2,0,1995,0
239950,132,3,1,1900,1.5,0,1942,0
4.94E+05,173,4,2.5,1830,1,0,1973,0
317500,369,4,1.5,1730,1,0,1963,0
6.70E+05,426,4,2.5,2110,2,0,1977,0
6.50E+05,231,3,2.5,3060,2,0,2004,0
8.52E+05,443,4,2.5,2620,2,0,1983,0
2.50E+05,167,2,1.5,1088,2,0,1983,0
264950,343,3,1.5,1400,1,0,1964,0
582500,267,2,2,1540,1,0,1942,0
3.84E+05,434,3,2.5,1540,2,0,1998,0
8.17E+05,300,3,1.5,2310,1.5,0,1926,0
3.20E+05,334,4,1.75,1730,1,0,1971,0
445800,180,4,2.25,2070,1,0,1977,0
263300,430,2,1,900,1,0,1951,0
2.15E+05,392,3,1,860,1,0,1952,0
842500,318,5,4,2980,1.5,0,1921,0
8.50E+05,465,5,4,2980,1.5,0,1921,0
3.86E+05,273,5,2.5,2740,2,0,1990,0
251100,342,4,2.5,1790,2,0,1996,0
4.35E+05,329,3,1.75,1750,1,0,1978,0
8.70E+05,264,4,4,3610,2,0,2000,0
8.00E+05,401,6,1,1430,2,0,1954,0
5.55E+05,194,3,1.75,1570,1,0,1968,0
2.80E+05,203,2,1,2280,2,0,1932,0
3.56E+05,440,3,1,940,1,0,1916,0
6.75E+05,336,4,2.5,2920,2,0,2004,0
6.05E+05,359,4,2.25,2260,2,0,1976,0
690500,175,5,2,2000,1.5,0,1908,0
4.37E+05,169,2,1.75,1440,1,0,2005,0
8.50E+05,190,5,2,2310,1.5,0,1966,0
3.50E+05,162,4,2.25,2300,1.5,0,1904,0
4.80E+05,172,2,2.25,1490,1.5,0,1926,0
379500,203,3,2.25,1830,2,0,1989,0
6.00E+05,266,5,4.5,4440,2,0,2012,0
1.44E+06,453,4,3.5,4970,2,0,1992,0
3.03E+05,351,2,1.5,1000,2,0,2007,0
8.00E+05,401,4,2.5,4940,1,0,1953,0
5.49E+05,204,2,2,1980,1.5,0,1906,0
324950,329,3,2.5,1560,1,0,1964,0
1.70E+05,268,2,1,870,1,0,1948,0
1.78E+05,195,3,1,840,1,0,1969,0
1.44E+05,475,3,1,1250,1,0,1958,0
1.58E+06,440,4,2.75,3120,1,0,1954,1997
2.58E+05,481,2,1,750,1,0,1932,0
3.45E+05,288,3,1.75,710,1,0,1950,0
4.70E+05,160,3,1.75,2290,1,0,1965,0
2.90E+06,436,5,2.5,3750,2,1,1925,0
3.50E+05,140,3,1.5,980,1,0,1969,0
225500,176,2,1.75,1590,1,0,1972,0
4.73E+05,419,2,1,940,1,0,1942,0
2.79E+05,421,3,1.75,1750,1,0,1962,0
4.70E+05,468,3,1,1460,1,0,1948,0
5.65E+05,231,3,1.75,1540,1,0,1925,0
6.95E+05,476,3,2,2560,1,0,1952,0
3.15E+05,191,3,1.75,1660,1,0,1991,0
5.29E+05,427,3,2.5,1880,2,0,1993,0
7.50E+05,390,5,3.75,3500,1.5,0,1967,1990
481500,301,3,2.25,1840,2,0,1993,0
2.11E+05,450,3,2,1060,1,0,1987,0
4.55E+05,464,3,2.25,1790,1,0,1973,0
238950,306,2,1,810,1,0,1938,0
722500,260,4,3.5,2600,2,0,2003,0
7.95E+05,210,4,2.5,3230,1,0,1973,0
327500,491,4,2.25,2240,2,0,1971,0
5.85E+05,446,4,3,3400,2,0,2006,0
7.75E+05,163,4,2,3140,1,0,1939,1969
6.45E+05,296,4,2.5,2780,2,0,2001,0
4.45E+05,369,4,2.75,2320,1,0,1968,0
257950,121,3,1.75,1370,1,0,1987,0
3.75E+05,447,5,1.75,2230,1,0,1959,0
2.45E+05,189,3,2.5,1610,2,0,1994,0
7.25E+05,222,3,2.5,3410,2,0,1990,0
7.02E+05,427,4,2.5,2810,2,0,2005,0
3.30E+05,229,3,1.75,1850,2,0,1943,2005
9.40E+05,470,3,1.5,1790,1.5,0,1912,0
354500,428,3,1,1150,1.5,0,1950,0
279950,417,4,2.75,2420,1.5,0,1914,0
2.84E+05,491,3,2.25,1580,1,0,1989,0
4.80E+05,285,5,2,1760,1,0,1959,0
647500,462,5,2,1760,1,0,1959,0
6.25E+05,460,3,2.5,2750,2,0,1993,0
1.52E+05,190,3,1,920,1,0,1978,0
3.22E+05,391,3,1,960,1,0,1961,0
4.45E+05,211,3,1.75,1120,1,0,1916,0
5.95E+05,210,3,1,1560,1.5,0,1907,0
1.65E+05,497,3,1,1380,1,0,1981,0
278500,160,4,2.5,1940,2,0,1990,0
517500,436,3,1.75,1810,1,0,1973,0
343566,168,2,1,1100,1,0,1954,0
286285,308,4,2.25,1980,1,0,1977,0
474905,401,4,1.5,1340,1,0,1959,0
5.50E+05,194,3,1.75,1680,1,0,1960,0
2.86E+05,393,4,2.5,2060,2,0,1993,0
9.00E+05,219,3,3.25,2620,1,0,1980,0
449950,231,3,2.25,1610,2,0,1985,0
2.59E+05,162,4,1.5,1490,2,0,1966,0
3.40E+05,335,3,2.25,1900,1,0,1969,0
7.85E+05,469,4,2.5,3440,2,0,1994,0
4.90E+05,128,2,1,1840,1.5,0,1910,0
344950,146,4,2,2330,1,0,1941,0
9.50E+05,238,3,2,2250,2,0,1905,0
8.10E+05,189,4,1.75,2000,1,0,1958,0
998160,432,2,2.5,3010,1,0,1976,0
3.77E+05,343,3,1.75,1680,1,0,1979,0
5.95E+05,237,3,2,1530,1,0,1984,0
313300,229,2,1,970,1,0,1911,1940
3.60E+05,205,5,1.75,1550,1.5,0,1941,0
1.88E+05,446,3,1.75,1660,1,0,1979,0
7.55E+05,254,3,2.5,3680,1.5,0,1994,0
1.29E+06,252,5,3.5,3210,2,0,1917,2003
4.55E+05,194,3,1,1480,2.5,0,1940,0
817500,281,5,3.5,3600,2,0,2005,0
5.50E+05,264,3,2.25,1700,3,0,2002,0
2.60E+05,489,3,1.75,1680,1,0,1978,0
3.20E+05,176,3,2,1550,1.5,0,1999,0
1.15E+06,258,3,3.25,3780,1,0,1999,0
3.62E+05,474,4,2.5,2360,1,0,1985,0
503500,477,3,2.5,1810,2,0,1997,0
6.53E+05,152,3,2.5,2290,2,0,2006,0
7.60E+05,154,4,2.75,3370,2,0,1991,0
7.75E+05,328,4,1.75,2090,1,0,1916,0
1.34E+06,293,4,3.75,2130,1.5,1,1955,0
417500,419,5,1.75,2060,1,0,1954,0
5.25E+05,191,3,1.5,1560,1,0,1969,0
2.17E+05,468,2,1,730,1,0,1934,0
5.25E+05,189,4,2.75,2910,1,0,1985,0
442500,447,4,2.25,2490,1,0,1976,0
5.25E+05,189,4,1.75,1710,1,0,1955,0
425500,420,4,1.75,1520,1,0,1967,0
7.10E+05,226,3,2.75,2930,2,0,1990,0
5.45E+05,317,4,3,3160,1,0,1991,0
4.10E+05,407,5,2.75,2910,1.5,0,1967,0
2.45E+05,476,3,2.25,1700,1,0,1980,0
194900,191,2,1,810,1,0,1923,0
2.84E+05,125,4,2.5,2000,2,0,2003,0
2.80E+05,230,2,1.75,1894,1.5,0,1936,0
2.80E+05,274,3,1.75,2080,1,0,1970,0
3.60E+05,131,4,2,1730,1,0,1943,0
4.05E+05,247,2,1,720,1,0,1942,0
8.65E+05,468,4,2.5,3560,2,0,2000,0
483300,160,4,2,1210,1,0,1955,0
3.55E+05,441,4,2.5,2130,2,0,1985,0
274950,484,3,2.25,1570,1,0,1990,0
1.93E+06,338,3,4.5,3950,2,0,1998,0
7.55E+05,364,3,3.25,3450,2,0,1989,0
1.94E+06,404,4,5.75,7220,2,0,2000,0
309212,166,3,1.75,1150,1,0,1979,0
219950,154,3,2.25,1500,1,0,1984,0
6.90E+05,203,3,2.5,1300,1.5,0,1920,0
250800,277,3,1.75,1290,1,0,1943,0
557500,448,3,2,2510,1,0,1994,0
9.41E+05,174,4,1.75,2320,1.5,0,1926,0
3.65E+06,475,6,4.75,5480,1.5,1,1936,0
3.05E+05,476,4,2.75,2030,1,0,1977,0
8.15E+05,209,4,1.5,2060,1,0,1949,0
1.02E+06,131,3,2.5,2920,1,0,1954,1983
1.24E+06,250,4,3,3330,1.5,0,1928,0
5.35E+05,359,3,2.5,2110,2,0,1990,0
7.75E+05,201,3,1,1175,1,0,1949,0
2.55E+05,198,3,2,1590,1,0,1994,0
3.27E+05,222,2,1,1070,1,0,1947,0
5.60E+05,323,4,2,2720,2,0,1976,0
1.34E+06,394,4,3.5,2980,2,0,1998,0
199500,337,3,1.75,1160,1,0,1977,0
7.60E+05,356,4,2.5,3580,2,0,2004,0
4.39E+05,453,3,2.25,3020,3,0,1994,0
5.27E+05,272,4,2.25,2380,1,0,1961,0
199950,196,3,2.75,2270,1.5,0,1948,0
2.54E+05,399,3,2.25,1660,2,0,1988,0
3.93E+05,446,2,1,830,1,0,1921,0
5.85E+05,324,5,2.25,2480,1,0,1979,0
4.50E+05,196,2,2,1900,1,0,1923,0
5.65E+05,175,2,1.75,1670,1,0,2005,0
3.30E+05,141,5,2.25,2000,1,0,1986,0
8.70E+05,495,3,2,2320,1.5,0,1992,0
5.85E+05,203,4,2.5,1860,1,0,1966,0
5.00E+05,309,3,2.5,2110,2,0,1977,0
2.25E+05,134,3,2,1400,1,0,1979,0
2.95E+05,448,3,2,1400,1,0,1979,0
7.75E+05,176,3,2.75,2850,1,0,1976,0
2.80E+05,197,3,1,1370,1,0,1981,0
5.39E+05,250,3,2.5,2170,1.5,0,1923,0
567500,447,3,1.75,2570,1,0,1953,0
442500,400,4,2.25,1970,1,0,1960,0
598200,491,5,3.75,2980,3,0,1997,0
6.10E+05,286,4,2.5,2300,2,0,1955,0
544900,324,3,2.5,1990,2,0,2004,0
557500,349,4,2.5,2390,2,0,2001,0
532500,222,3,2.5,2160,1,0,1979,0
1.35E+06,159,4,3.25,3300,2,0,1985,0
7.50E+05,484,3,2,1840,1,0,1920,0
5.30E+05,322,3,2.5,2030,2,0,1983,0
346100,197,3,2.5,1400,2,0,2003,0
2.60E+05,221,4,2.25,2320,2,0,1977,0
3.65E+05,240,3,1.75,1410,1,0,1959,0
6.15E+05,250,3,2,1860,1,0,1983,0
318400,204,4,2.5,1820,2,0,1994,0
498500,426,4,2.5,1910,2,0,1993,0
4.50E+05,462,3,1.75,1540,1,0,1971,0
2.00E+05,450,3,2,1430,1,0,1988,0
2.34E+05,251,3,1,1010,1,0,1968,0
121800,215,2,1,940,1,0,1947,0
8.05E+05,176,3,2.75,2600,1.5,0,1929,0
4.10E+05,188,4,2.25,2060,1,0,1963,2013
4.75E+05,413,3,2.5,1920,2,0,1986,0
1337500,302,4,2.5,2900,2,0,1986,0
2.69E+05,260,1,1,1020,1,0,1947,1983
5.73E+05,204,4,2.25,2150,2,0,1979,0
3.30E+05,450,3,2.5,1660,2,0,2001,0
252750,176,4,1,1230,1.5,0,1944,0
7.45E+05,460,2,2.5,2170,1,0,2007,0
2.80E+05,427,3,2,1280,1,0,1991,0
5.35E+05,484,4,2.5,2240,1,0,1974,0
5.80E+05,435,4,1.5,1780,1,0,1953,0
3.01E+05,345,3,1.75,1840,1,0,1968,0
6.00E+05,174,4,1.75,1740,1,0,1968,0
538900,222,5,3,3040,2,0,2005,0
3.66E+05,404,3,2.5,2370,2,0,2006,0
3.03E+05,230,4,2.5,2100,2,0,2003,0
4.32E+05,141,3,2.25,1470,2,0,2007,0
3.00E+05,463,2,1.5,1300,1,0,1945,0
908800,292,3,3,3420,2,0,1939,0
5.00E+05,175,3,1.5,1190,1,0,1940,0
2.54E+05,176,5,2,2080,1,0,1959,0
4.70E+05,259,5,1.5,2180,1.5,0,1924,0
4.80E+05,440,3,2,1460,1,0,1967,0
5.36E+05,394,3,1.75,1530,1,0,1983,0
1.35E+06,484,4,3.5,4740,2,0,2006,0
5.50E+05,134,3,2.25,1980,1,0,1980,0
2.60E+05,335,3,1.75,1710,1,0,1976,0
284900,478,2,1.5,1160,2,0,2006,0
7.40E+05,301,3,2.5,2200,2,0,2002,0
4.25E+05,274,2,1,1170,1,0,1920,0
2.30E+05,244,3,1,1120,1,0,1965,0
6.75E+05,467,3,1.5,1710,2,0,1926,0
267500,209,3,1.75,1650,1,0,1986,0
8.14E+05,236,4,2.5,2840,1,0,1952,0
1.25E+06,481,4,3,3310,1.5,0,1989,0
4.60E+05,258,3,2,1860,1,0,1985,0
4.45E+05,384,3,2.5,2250,2,0,1994,0
7.15E+05,266,3,2.5,2890,2,0,2004,0
4.25E+05,414,3,1.75,2120,1,0,1947,0
3.70E+05,195,4,2.5,2130,2,0,2009,0
3.02E+05,483,2,1.75,1170,1,0,1937,0
4.53E+05,173,4,1.75,2120,1,0,1956,0
2.90E+05,139,3,1.75,1280,1,0,1969,0
1.04E+06,362,4,2.5,3170,2,0,1988,0
9.25E+05,139,4,2.25,2260,1,0,1967,0
6.00E+05,148,3,1.75,2930,1,0,1993,0
3.54E+05,216,3,1.5,1060,1,0,1981,0
204950,167,4,1.75,1740,1,0,1978,0
6.75E+05,476,4,2.5,2990,2,0,2005,0
9.95E+05,476,4,3.25,3530,2,0,1986,0
8.00E+05,454,5,2,2960,1,0,1957,0
472500,251,3,2.5,1650,2,0,1996,0
549950,335,4,2.5,2720,1,0,1969,0
575575,285,3,1.75,1516,1,0,1925,0
5.45E+05,426,4,3.25,4386,1,0,2006,0
3.40E+05,322,3,2.25,2580,1,0,1963,0
2.25E+05,454,3,1,960,1,0,1963,0
299950,300,2,1.75,1460,1,0,1983,0
829900,418,4,3.5,3840,2,0,2001,0
3.40E+05,453,4,2.5,2090,2,0,2007,0
5.15E+05,280,4,2.25,2470,1,0,1975,0
6.01E+05,191,4,2.5,2090,2,0,1992,0
4.70E+05,488,3,2.5,2070,2,0,1994,0
371500,188,3,1,1650,1,0,1954,0
5.50E+05,322,3,1.75,1880,1,0,1980,0
242550,347,4,2.5,2060,2,0,1995,0
367500,125,3,1.5,1410,1,0,1961,0
3.59E+05,266,4,3.5,2770,2,0,1996,0
204900,434,3,2,1390,1,0,1984,0
8.50E+05,272,4,2.75,5440,1,0,1969,0
1.87E+05,293,3,1.5,1280,2,0,1985,0
3.26E+05,147,3,2.75,1720,1,0,1958,0
3.40E+05,420,3,2.75,1720,1,0,1958,0
3.30E+05,175,6,2.25,3040,1,0,1951,0
7.82E+05,366,4,3.5,3780,2,0,2001,0
6.12E+05,306,4,2.5,2670,2,0,1999,0
4.00E+05,303,3,2,1350,1,0,1964,0
941500,153,5,3.5,3490,2,0,1980,0
3.13E+05,373,2,1.5,870,2,0,2004,0
7.35E+05,463,4,2.25,2410,1.5,0,1929,0
4.71E+05,442,3,1.75,1640,1,0,1977,0
3.50E+05,419,3,1,1540,1,0,1950,0
5.30E+05,203,4,2.5,2370,1,0,1976,0
4.15E+05,126,4,3,1830,2,0,1991,0
639500,171,4,2.25,2330,2,0,1986,0
580379,161,4,2.75,2240,1.5,0,1976,0
3.78E+05,322,2,2.5,1700,2,0,2009,0
2.65E+05,379,3,2.25,1750,1,0,1969,0
2.12E+05,266,3,1.75,1100,1,0,1967,0
4.00E+05,387,4,3,2320,2,0,1998,0
7.50E+05,401,4,2.5,2540,2,0,1997,0
384900,124,5,2.5,3090,1,0,1968,0
1.76E+05,217,2,1,770,1,0,1969,0
3.50E+05,251,3,2.75,2370,2,0,2002,0
1.68E+05,209,3,1,1200,1,0,1977,0
3.58E+05,317,4,2,2200,1,0,1908,2000
5.80E+05,482,3,2.75,2660,1,0,1975,0
442500,173,3,1.75,1600,1,0,1977,0
5.15E+05,440,2,2.5,1330,3,0,2004,0
5.54E+05,320,5,2.5,3440,1,0,1958,0
6.59E+05,160,3,2.5,2510,2,0,1996,0
414999,440,4,2.5,2150,1,0,1963,0
2.75E+05,121,3,1.5,1180,1,0,1983,0
1.93E+05,322,2,1,680,1,0,1951,0
5.25E+05,231,4,2.5,2840,2,0,2002,0
4.24E+05,281,3,2.5,1820,2,0,1985,0
4.55E+05,372,2,1,1070,1,0,1908,0
4.63E+05,233,2,1,1250,2,0,1943,0
1.10E+06,488,4,2.5,2190,1,0,1960,0
5.23E+05,341,3,1.75,3000,2,0,1963,0
6.15E+05,219,4,1.75,2270,1,0,1959,0
1.52E+06,306,4,4,4500,2,0,1991,0
8.70E+05,219,5,4,3400,2,0,1900,2013
7.10E+05,228,3,2.5,2830,2,0,1991,0
2.15E+05,187,3,1,960,1,0,1967,0
5.90E+05,250,2,1,1530,1,0,1920,0
3.23E+05,225,5,2.5,2500,1,0,1962,0
2.79E+05,202,4,2,1560,1.5,0,1966,0
535100,261,3,2.25,2070,1,0,1973,0
8.30E+05,299,5,2.25,2710,1,0,1959,0
8.15E+05,183,4,2.5,3150,2,0,2002,0
535900,432,3,2.25,1880,1,0,1975,0
2.30E+05,432,3,1,1250,1,0,1955,0
325500,412,4,1.75,2290,1,0,1969,0
3.59E+05,394,3,2.25,1990,2,0,1997,0
5.05E+05,128,3,2.5,2100,2,0,1999,0
253905,272,3,1,940,1,0,1958,0
369950,191,3,1.75,1640,1,0,1965,0
3.50E+05,385,3,2.25,1860,2,0,1995,0
6.50E+05,218,4,2.25,2100,3,0,2001,0
2.95E+05,236,3,1.75,1500,1,0,1925,1998
6.20E+05,491,3,1.75,1680,1,0,1948,0
2.00E+06,443,2,2.5,3900,2,0,2009,0
2.46E+05,126,3,1,1400,1,0,1944,0
4.30E+05,258,3,2.75,2600,1,0,1965,0
509990,387,3,2,1440,2,0,1921,0
4.90E+05,342,4,1.75,1870,1,0,1962,0
3.85E+05,335,4,2.75,2960,1,0,1979,0
7.69E+05,483,4,2.5,2440,2,0,1999,0
1.85E+05,407,2,1,1122,1,0,1960,0
303500,128,3,1.5,1060,1,0,1973,0
4.68E+05,406,4,2.5,2150,1,0,1957,0
449950,201,4,2.5,3100,2,0,1978,0
2.35E+05,166,2,1.5,880,2,0,1999,0
5.20E+05,335,4,2.5,2490,2,0,1985,0
2.03E+05,309,2,1,1080,1,0,1951,0
6.57E+05,237,5,2.5,2530,1,0,1960,0
2.75E+05,189,3,1,1200,1,0,1954,0
5.40E+05,296,4,2.25,2850,2,0,1991,0
4.55E+05,174,4,2.5,2950,2,0,2005,0
458500,288,2,1.75,1160,1,0,1941,0
549900,478,4,3.5,3420,2,0,2003,0
7.50E+05,121,3,1.75,2240,2,0,1923,0
2.35E+05,173,4,1.75,1450,1.5,0,1962,0
2.86E+05,253,4,2.5,1820,2,0,1989,0
2.65E+06,441,4,3.5,4700,2,0,1958,1995
6.02E+05,405,4,1.75,2430,1,0,1963,0
6.40E+05,231,3,1.5,1960,1.5,0,1915,0
2.67E+05,281,3,1.75,1440,1,0,1977,0
7.12E+05,475,4,2.5,2730,2,0,2001,0
244500,282,2,1,910,1,0,1923,0
3.01E+05,496,2,1,910,1,0,1923,0
9.90E+05,229,4,2.5,2430,2,0,1919,0
739999,476,4,2.75,3350,2,0,1999,0
4.80E+05,160,4,1.75,2320,1,0,1910,0
3.05E+05,209,3,2.5,1260,3,0,2009,0
703300,379,3,2,1980,1.5,0,1932,0
2.65E+05,453,4,1.5,1580,2,0,1971,0
6.00E+05,476,4,2.5,2710,2,0,1992,0
2.53E+05,201,3,1,1400,1,0,1968,1998
617950,449,4,2.5,2410,2,0,1997,0
3.85E+05,345,4,3.25,1790,2,0,2000,0
3.19E+05,352,3,2,1640,1,0,1967,0
6.96E+05,477,3,2.5,1670,1,0,1960,0
3.45E+05,180,2,1,970,1,0,1932,0
3.80E+05,294,3,2.5,1610,3,0,2002,0
647500,127,4,1.75,2060,1,0,1947,0
7.25E+05,267,3,2.5,3570,2,0,1997,0
269950,352,3,1.75,1400,1,0,1989,0
8.75E+05,161,4,2.5,3470,2,0,1995,0
299950,149,3,1,1210,1,0,1955,0
1.88E+06,183,4,3.25,3930,2,0,2006,0
4.30E+05,152,2,1,990,1,0,1947,0
4.95E+05,393,5,2.5,2200,2,0,1989,0
2.75E+05,316,3,1.5,1510,1,0,1970,0
3.33E+05,258,3,1,1620,1,0,1964,0
2.47E+05,138,3,2.25,1580,2,0,1986,0
204555,432,3,1.75,1260,1.5,0,1983,0
4.32E+05,195,3,2,2190,1,0,1994,0
1.75E+05,140,3,1.75,1230,1,0,1962,0
556300,443,4,2.5,2030,1,0,1968,0
2.86E+05,175,2,1,780,1,0,1930,0
3.20E+05,248,2,1.5,1110,3,0,2000,0
8.15E+05,474,3,2.5,2790,2,0,1991,0
3.85E+05,450,4,1.75,1660,1,0,1980,0
1.04E+06,127,4,1,3410,2,0,1910,0
3.50E+05,300,4,2.25,2390,2,0,1987,0
2.77E+05,209,4,2.5,1850,2,0,1998,0
4.15E+05,414,6,2,2500,1,0,1966,0
2.95E+05,337,3,1,1000,1,0,1951,0
9.69E+05,216,4,2,2450,2,0,1919,0
339888,307,4,1.75,1440,1,0,1947,0
269950,233,3,2.25,1660,2,0,1996,0
1.19E+06,273,3,2.5,2510,2,0,2006,0
7.80E+05,349,4,2.5,3090,2,0,1998,0
1.98E+05,462,3,1,860,1,0,1968,0
3.50E+05,492,2,1,1220,1,0,1953,0
3.50E+05,334,3,1,1010,1,0,1967,0
3.19E+05,339,4,2.25,2390,2,0,1990,0
3.11E+05,250,4,2.25,3340,2,0,1973,0
3.94E+05,290,5,3.25,3620,2,0,2004,0
1.34E+06,163,5,2.25,4200,2.5,0,1906,0
2.70E+06,174,5,2.75,3831,2,1,1959,1980
3.96E+05,328,3,1,1980,1,0,1949,0
8.09E+05,456,4,1.75,1790,1,0,1976,0
4.80E+05,202,3,2,1580,1,0,1977,0
5.35E+05,251,6,1.75,2460,1,0,1913,0
4.25E+05,408,5,2.75,2110,2,0,1947,1983
4.08E+05,212,3,2.5,1470,3,0,2006,0
1.26E+06,463,4,2.5,3510,2,0,1966,0
3.10E+05,474,1,0.75,520,1,0,1947,0
2.92E+05,306,3,2.5,1950,2,0,1996,0
2.17E+05,422,2,1,770,1,0,1942,0
398500,391,4,2.5,2250,2,0,2005,0
2.25E+06,449,3,3,4040,1.5,0,1930,0
7.00E+05,448,4,1.75,2360,1,0,1955,0
5.85E+05,254,4,2.5,2330,2,0,1989,0
399950,280,3,1,1720,1,0,1954,0
2.35E+05,163,3,1.75,1900,1,0,1980,0
2.12E+05,195,3,1,1040,1,0,1951,0
3.10E+05,232,3,2,2070,1,0,1982,0
5.39E+05,349,3,2,2070,1,0,1982,0
3.90E+05,338,3,3,1550,2,0,2001,0
5.60E+05,334,3,2.5,2020,1,0,1976,0
8.00E+05,258,5,2.5,3320,2,0,1999,0
1.90E+06,159,4,3.25,4130,2,0,1978,0
4.72E+05,299,5,2,2030,1,0,1963,0
502550,265,3,1.75,1770,1,0,1958,0
8.30E+05,450,4,3.25,3330,2,0,2004,0
224950,203,4,2.5,2260,1,0,1965,0
3.75E+05,168,3,2.5,1950,2,0,1997,0
6.45E+05,341,3,2.5,2930,1.5,0,1983,0
5.99E+05,142,3,2.75,1960,1.5,0,1926,0
5.15E+05,493,4,2.5,2980,2,0,1996,0
1.35E+05,147,2,1,780,1,0,1948,0
4.85E+05,295,3,2.5,1650,2,0,2000,0
8.90E+05,194,3,3.25,4030,2,0,1975,0
2.15E+05,462,3,1,1010,1,0,1972,0
299500,350,3,1,1190,1,0,1981,0
8.00E+05,224,2,1,1050,1,0,1951,0
2.75E+05,404,3,2.5,1560,2,0,2002,0
256400,414,3,1.5,1490,1,0,1963,0
3.10E+05,419,2,1,770,1,0,1948,0
3.85E+05,427,1,1,620,1,0,1954,0
2.03E+05,433,3,1.5,1200,1,0,1963,0
2.85E+05,433,4,2,2120,1,0,1954,0
473975,391,3,2.5,2330,2,0,1999,0
3.20E+05,194,3,1.75,2000,1,0,1978,0
5.99E+05,162,5,2.75,2820,1,0,1967,0
5.80E+05,194,3,2,2040,1,0,1925,0
269500,342,4,2.25,1700,2,0,1999,0
2.74E+05,320,2,1,820,1,0,1954,0
3.47E+05,449,2,1.75,1315,2,0,1974,0
2.70E+05,140,3,1.75,1390,1,0,1957,0
1.43E+06,426,3,2,1890,1,0,1949,0
2.20E+05,415,3,1.75,1460,1,0,1993,0
2.43E+05,427,3,1,1480,1,0,1955,0
457500,146,3,1.75,1840,1,0,1925,0
3.40E+05,352,2,1.75,1880,1,0,1951,0
657500,260,4,1.5,1910,1.5,0,1912,0
332500,376,4,2.5,2220,2,0,1998,0
3.40E+05,197,3,2,1410,1,0,1993,0
3.50E+05,244,4,3,3380,1,0,1959,0
4.28E+05,408,4,2.5,1950,1,0,1966,0
515055,488,4,2.5,2400,2,0,1999,0
4.50E+05,399,3,1.75,1560,1,0,1972,0
1.90E+05,421,3,1,1040,1,0,1943,0
1.00E+06,197,4,2.75,3090,3,0,1919,1987
2.99E+05,322,3,2.5,1850,2,0,2005,0
5.08E+05,306,2,1,1200,2,0,1927,0
2.94E+05,273,4,2.25,2190,2,0,2005,0
3.20E+05,296,2,1,1380,1,0,1918,1976
6.41E+05,460,5,2.75,3710,2,0,1996,0
6.75E+05,293,3,2.5,2320,1,0,1978,0
2.55E+05,357,3,1.5,1110,1,0,1964,0
286651,484,3,2.5,1830,2,0,2004,0
607500,408,4,2.5,2460,1,0,1969,0
7.65E+05,398,3,1,1270,1,0,1956,0
334950,292,4,1.75,1700,1,0,1961,0
4.26E+05,230,3,1,1130,1,0,1952,0
7.75E+05,236,3,1.75,1640,1.5,0,1946,0
3.43E+05,337,2,1.5,1040,1,0,1953,0
470101,250,4,2.5,2320,2,0,1986,0
1.95E+05,489,3,1.5,1200,1,0,1958,0
772500,426,4,1,1720,1.5,0,1928,0
4.50E+05,175,3,1.5,2330,1,0,1954,0
1437500,244,4,3.75,4410,3,0,2001,0
5.25E+05,260,4,1.75,1650,1,0,1970,0
2.80E+05,280,3,1.5,1370,2,0,1980,0
2.70E+05,198,3,2.5,1770,1,0,1986,0
406100,124,3,2.25,1410,3,0,2005,0
332544,292,2,1.75,1710,1,0,1987,0
1.10E+05,481,2,1,790,1,0,1947,0
6.85E+05,342,6,2.25,2770,1.5,0,1921,0
4.61E+05,209,4,1,1260,1.5,0,1951,0
6.15E+05,468,3,2.25,2300,1,0,1979,0
5.50E+05,487,2,1,1070,1,0,1926,0
1.06E+06,294,4,3.5,3850,2,0,1995,0
6.85E+05,294,3,2.5,2320,2,0,1993,0
1.56E+06,329,5,2.5,2870,2,0,1962,0
3.12E+05,153,4,2.5,1830,2,0,2003,0
507500,181,3,1.75,1990,1,0,1977,0
2.17E+05,260,3,1,1110,1,0,1966,0
4.39E+05,345,3,2.25,1830,1,0,1981,0
6.20E+05,176,6,3.5,3600,2,0,2004,0
9.15E+05,223,4,2.5,3210,2,0,1998,0
4.25E+05,337,4,2,1490,1,0,1977,0
4.35E+05,422,2,1,990,1,0,1947,0
3.05E+05,362,3,2.25,1646,2,0,1996,0
2.76E+05,449,2,1,720,1,0,1918,0
327500,180,3,2.25,2310,2,0,1990,0
8.10E+05,167,3,2.5,2670,2,0,2003,0
7.15E+05,324,3,3.25,3060,2,0,1994,0
2.72E+05,216,3,1.5,1380,1,0,1963,0
2.66E+05,475,2,1,700,1,0,1949,0
5.43E+05,481,3,1.5,1710,2,0,1944,0
4.00E+05,279,3,2.5,1450,1,0,1984,0
509500,217,5,2.25,2060,1,0,1961,0
4.95E+05,140,3,3.5,2380,2,0,1997,0
424950,436,4,2.5,2760,2,0,2001,0
2.30E+05,268,3,1,940,1,0,1957,0
2.35E+05,217,4,1.5,1760,1.5,0,1951,0
7.63E+05,432,3,2,1360,1,0,1942,0
3.50E+05,261,3,1.75,2010,2,0,1939,0
9.00E+05,329,3,1.5,2160,2,0,1917,0
2.50E+05,279,3,1,930,1,0,1973,0
